From,To,Sala A5-A7: Fill Level
4/25/2021 10:20,4/25/2021 10:30,0
4/25/2021 10:30,4/25/2021 10:40,0
4/25/2021 10:40,4/25/2021 10:50,0
4/25/2021 10:50,4/25/2021 11:00,1
4/25/2021 11:00,4/25/2021 11:10,5
4/25/2021 11:10,4/25/2021 11:20,8
4/25/2021 11:20,4/25/2021 11:30,14
4/25/2021 11:30,4/25/2021 11:40,14
4/25/2021 11:40,4/25/2021 11:50,16
4/25/2021 11:50,4/25/2021 12:00,26
4/25/2021 12:00,4/25/2021 12:10,28
4/25/2021 12:10,4/25/2021 12:20,30
4/25/2021 12:20,4/25/2021 12:30,37
4/25/2021 12:30,4/25/2021 12:40,38
4/25/2021 12:40,4/25/2021 12:50,48
4/25/2021 12:50,4/25/2021 13:00,89
4/25/2021 13:00,4/25/2021 13:10,136
4/25/2021 13:10,4/25/2021 13:20,118
4/25/2021 13:20,4/25/2021 13:30,72
4/25/2021 13:30,4/25/2021 13:40,20
4/25/2021 13:40,4/25/2021 13:50,20
4/25/2021 13:50,4/25/2021 14:00,11
4/25/2021 14:00,4/25/2021 14:10,5
4/25/2021 14:10,4/25/2021 14:20,4
4/25/2021 14:20,4/25/2021 14:30,4
4/25/2021 14:30,4/25/2021 14:40,4
4/25/2021 14:40,4/25/2021 14:50,4
4/25/2021 14:50,4/25/2021 15:00,4
4/25/2021 15:00,4/25/2021 15:10,4
4/25/2021 15:10,4/25/2021 15:20,4
4/25/2021 15:20,4/25/2021 15:30,5
4/25/2021 15:30,4/25/2021 15:40,4
4/25/2021 15:40,4/25/2021 15:50,4
4/25/2021 15:50,4/25/2021 16:00,4
4/25/2021 16:00,4/25/2021 16:10,4
4/25/2021 16:10,4/25/2021 16:20,3
4/25/2021 16:20,4/25/2021 16:30,3
4/25/2021 16:30,4/25/2021 16:40,4
4/25/2021 16:40,4/25/2021 16:50,4
4/25/2021 16:50,4/25/2021 17:00,3
4/25/2021 17:00,4/25/2021 17:10,3
4/25/2021 17:10,4/25/2021 17:20,3
4/25/2021 17:20,4/25/2021 17:30,3
4/25/2021 17:30,4/25/2021 17:40,3
4/25/2021 17:40,4/25/2021 17:50,4
4/25/2021 17:50,4/25/2021 18:00,3
4/25/2021 18:00,4/25/2021 18:10,3
4/25/2021 18:10,4/25/2021 18:20,3
4/25/2021 18:20,4/25/2021 18:30,3
4/25/2021 18:30,4/25/2021 18:40,4
4/25/2021 18:40,4/25/2021 18:50,4
4/25/2021 18:50,4/25/2021 19:00,5
4/25/2021 19:00,4/25/2021 19:10,5
4/25/2021 19:10,4/25/2021 19:20,5
4/25/2021 19:20,4/25/2021 19:30,6
4/25/2021 19:30,4/25/2021 19:40,6
4/25/2021 19:40,4/25/2021 19:50,6
4/25/2021 19:50,4/25/2021 20:00,6
4/25/2021 20:00,4/25/2021 20:10,7
4/25/2021 20:10,4/25/2021 20:20,7
4/25/2021 20:20,4/25/2021 20:30,7
4/25/2021 20:30,4/25/2021 20:40,7
4/25/2021 20:40,4/25/2021 20:50,7
4/25/2021 20:50,4/25/2021 21:00,9
4/25/2021 21:00,4/25/2021 21:10,8
4/25/2021 21:10,4/25/2021 21:20,8
4/25/2021 21:20,4/25/2021 21:30,8
4/25/2021 21:30,4/25/2021 21:40,8
4/25/2021 21:40,4/25/2021 21:50,8
4/25/2021 21:50,4/25/2021 22:00,8
4/25/2021 22:00,4/25/2021 22:10,8
4/25/2021 22:10,4/25/2021 22:20,8
4/25/2021 22:20,4/25/2021 22:30,8
4/25/2021 22:30,4/25/2021 22:40,8
4/25/2021 22:40,4/25/2021 22:50,8
4/25/2021 22:50,4/25/2021 23:00,8
4/25/2021 23:00,4/25/2021 23:10,9
4/25/2021 23:10,4/25/2021 23:20,10
4/25/2021 23:20,4/25/2021 23:30,9
4/25/2021 23:30,4/25/2021 23:40,9
4/25/2021 23:40,4/25/2021 23:50,9
4/25/2021 23:50,4/26/2021 00:00,9
4/26/2021 00:00,4/26/2021 00:10,9
4/26/2021 00:10,4/26/2021 00:20,9
4/26/2021 00:20,4/26/2021 00:30,9
4/26/2021 00:30,4/26/2021 00:40,9
4/26/2021 00:40,4/26/2021 00:50,9
4/26/2021 00:50,4/26/2021 01:00,9
4/26/2021 01:00,4/26/2021 01:10,9
4/26/2021 01:10,4/26/2021 01:20,9
4/26/2021 01:20,4/26/2021 01:30,9
4/26/2021 01:30,4/26/2021 01:40,9
4/26/2021 01:40,4/26/2021 01:50,10
4/26/2021 01:50,4/26/2021 02:00,9
4/26/2021 02:00,4/26/2021 02:10,9
4/26/2021 02:10,4/26/2021 02:20,10
4/26/2021 02:20,4/26/2021 02:30,10
4/26/2021 02:30,4/26/2021 02:40,10
4/26/2021 02:40,4/26/2021 02:50,10
4/26/2021 02:50,4/26/2021 03:00,10
4/26/2021 03:00,4/26/2021 03:10,10
4/26/2021 03:10,4/26/2021 03:20,9
4/26/2021 03:20,4/26/2021 03:30,9
4/26/2021 03:30,4/26/2021 03:40,9
4/26/2021 03:40,4/26/2021 03:50,9
4/26/2021 03:50,4/26/2021 04:00,9
4/26/2021 04:00,4/26/2021 04:10,0
4/26/2021 04:10,4/26/2021 04:20,0
4/26/2021 04:20,4/26/2021 04:30,0
4/26/2021 04:30,4/26/2021 04:40,0
4/26/2021 04:40,4/26/2021 04:50,0
4/26/2021 04:50,4/26/2021 05:00,1
4/26/2021 05:00,4/26/2021 05:10,1
4/26/2021 05:10,4/26/2021 05:20,1
4/26/2021 05:20,4/26/2021 05:30,2
4/26/2021 05:30,4/26/2021 05:40,4
4/26/2021 05:40,4/26/2021 05:50,22
4/26/2021 05:50,4/26/2021 06:00,37
4/26/2021 06:00,4/26/2021 06:10,52
4/26/2021 06:10,4/26/2021 06:20,19
4/26/2021 06:20,4/26/2021 06:30,4
4/26/2021 06:30,4/26/2021 06:40,1
4/26/2021 06:40,4/26/2021 06:50,1
4/26/2021 06:50,4/26/2021 07:00,0
4/26/2021 07:00,4/26/2021 07:10,0
4/26/2021 07:10,4/26/2021 07:20,2
4/26/2021 07:20,4/26/2021 07:30,1
4/26/2021 07:30,4/26/2021 07:40,1
4/26/2021 07:40,4/26/2021 07:50,3
4/26/2021 07:50,4/26/2021 08:00,11
4/26/2021 08:00,4/26/2021 08:10,19
4/26/2021 08:10,4/26/2021 08:20,29
4/26/2021 08:20,4/26/2021 08:30,39
4/26/2021 08:30,4/26/2021 08:40,51
4/26/2021 08:40,4/26/2021 08:50,29
4/26/2021 08:50,4/26/2021 09:00,8
4/26/2021 09:00,4/26/2021 09:10,7
4/26/2021 09:10,4/26/2021 09:20,3
4/26/2021 09:20,4/26/2021 09:30,5
4/26/2021 09:30,4/26/2021 09:40,3
4/26/2021 09:40,4/26/2021 09:50,1
4/26/2021 09:50,4/26/2021 10:00,1
4/26/2021 10:00,4/26/2021 10:10,1
4/26/2021 10:10,4/26/2021 10:20,2
4/26/2021 10:20,4/26/2021 10:30,2
4/26/2021 10:30,4/26/2021 10:40,2
4/26/2021 10:40,4/26/2021 10:50,3
4/26/2021 10:50,4/26/2021 11:00,5
4/26/2021 11:00,4/26/2021 11:10,8
4/26/2021 11:10,4/26/2021 11:20,10
4/26/2021 11:20,4/26/2021 11:30,15
4/26/2021 11:30,4/26/2021 11:40,23
4/26/2021 11:40,4/26/2021 11:50,23
4/26/2021 11:50,4/26/2021 12:00,28
4/26/2021 12:00,4/26/2021 12:10,34
4/26/2021 12:10,4/26/2021 12:20,35
4/26/2021 12:20,4/26/2021 12:30,36
4/26/2021 12:30,4/26/2021 12:40,42
4/26/2021 12:40,4/26/2021 12:50,53
4/26/2021 12:50,4/26/2021 13:00,67
4/26/2021 13:00,4/26/2021 13:10,96
4/26/2021 13:10,4/26/2021 13:20,131
4/26/2021 13:20,4/26/2021 13:30,146
4/26/2021 13:30,4/26/2021 13:40,81
4/26/2021 13:40,4/26/2021 13:50,19
4/26/2021 13:50,4/26/2021 14:00,8
4/26/2021 14:00,4/26/2021 14:10,0
4/26/2021 14:10,4/26/2021 14:20,0
4/26/2021 14:20,4/26/2021 14:30,2
4/26/2021 14:30,4/26/2021 14:40,2
4/26/2021 14:40,4/26/2021 14:50,2
4/26/2021 14:50,4/26/2021 15:00,1
4/26/2021 15:00,4/26/2021 15:10,0
4/26/2021 15:10,4/26/2021 15:20,0
4/26/2021 15:20,4/26/2021 15:30,1
4/26/2021 15:30,4/26/2021 15:40,2
4/26/2021 15:40,4/26/2021 15:50,0
4/26/2021 15:50,4/26/2021 16:00,0
4/26/2021 16:00,4/26/2021 16:10,1
4/26/2021 16:10,4/26/2021 16:20,1
4/26/2021 16:20,4/26/2021 16:30,0
4/26/2021 16:30,4/26/2021 16:40,0
4/26/2021 16:40,4/26/2021 16:50,1
4/26/2021 16:50,4/26/2021 17:00,1
4/26/2021 17:00,4/26/2021 17:10,1
4/26/2021 17:10,4/26/2021 17:20,1
4/26/2021 17:20,4/26/2021 17:30,1
4/26/2021 17:30,4/26/2021 17:40,1
4/26/2021 17:40,4/26/2021 17:50,1
4/26/2021 17:50,4/26/2021 18:00,2
4/26/2021 18:00,4/26/2021 18:10,2
4/26/2021 18:10,4/26/2021 18:20,2
4/26/2021 18:20,4/26/2021 18:30,1
4/26/2021 18:30,4/26/2021 18:40,1
4/26/2021 18:40,4/26/2021 18:50,1
4/26/2021 18:50,4/26/2021 19:00,1
4/26/2021 19:00,4/26/2021 19:10,2
4/26/2021 19:10,4/26/2021 19:20,2
4/26/2021 19:20,4/26/2021 19:30,4
4/26/2021 19:30,4/26/2021 19:40,4
4/26/2021 19:40,4/26/2021 19:50,4
4/26/2021 19:50,4/26/2021 20:00,7
4/26/2021 20:00,4/26/2021 20:10,7
4/26/2021 20:10,4/26/2021 20:20,9
4/26/2021 20:20,4/26/2021 20:30,10
4/26/2021 20:30,4/26/2021 20:40,10
4/26/2021 20:40,4/26/2021 20:50,6
4/26/2021 20:50,4/26/2021 21:00,5
4/26/2021 21:00,4/26/2021 21:10,7
4/26/2021 21:10,4/26/2021 21:20,8
4/26/2021 21:20,4/26/2021 21:30,7
4/26/2021 21:30,4/26/2021 21:40,9
4/26/2021 21:40,4/26/2021 21:50,11
4/26/2021 21:50,4/26/2021 22:00,11
4/26/2021 22:00,4/26/2021 22:10,13
4/26/2021 22:10,4/26/2021 22:20,23
4/26/2021 22:20,4/26/2021 22:30,29
4/26/2021 22:30,4/26/2021 22:40,32
4/26/2021 22:40,4/26/2021 22:50,35
4/26/2021 22:50,4/26/2021 23:00,41
4/26/2021 23:00,4/26/2021 23:10,53
4/26/2021 23:10,4/26/2021 23:20,66
4/26/2021 23:20,4/26/2021 23:30,53
4/26/2021 23:30,4/26/2021 23:40,18
4/26/2021 23:40,4/26/2021 23:50,10
4/26/2021 23:50,4/27/2021 00:00,8
4/27/2021 00:00,4/27/2021 00:10,7
4/27/2021 00:10,4/27/2021 00:20,5
4/27/2021 00:20,4/27/2021 00:30,4
4/27/2021 00:30,4/27/2021 00:40,3
4/27/2021 00:40,4/27/2021 00:50,3
4/27/2021 00:50,4/27/2021 01:00,3
4/27/2021 01:00,4/27/2021 01:10,3
4/27/2021 01:10,4/27/2021 01:20,3
4/27/2021 01:20,4/27/2021 01:30,4
4/27/2021 01:30,4/27/2021 01:40,3
4/27/2021 01:40,4/27/2021 01:50,3
4/27/2021 01:50,4/27/2021 02:00,3
4/27/2021 02:00,4/27/2021 02:10,3
4/27/2021 02:10,4/27/2021 02:20,3
4/27/2021 02:20,4/27/2021 02:30,3
4/27/2021 02:30,4/27/2021 02:40,3
4/27/2021 02:40,4/27/2021 02:50,3
4/27/2021 02:50,4/27/2021 03:00,3
4/27/2021 03:00,4/27/2021 03:10,3
4/27/2021 03:10,4/27/2021 03:20,3
4/27/2021 03:20,4/27/2021 03:30,3
4/27/2021 03:30,4/27/2021 03:40,2
4/27/2021 03:40,4/27/2021 03:50,2
4/27/2021 03:50,4/27/2021 04:00,2
4/27/2021 04:00,4/27/2021 04:10,0
4/27/2021 04:10,4/27/2021 04:20,0
4/27/2021 04:20,4/27/2021 04:30,0
4/27/2021 04:30,4/27/2021 04:40,0
4/27/2021 04:40,4/27/2021 04:50,0
4/27/2021 04:50,4/27/2021 05:00,1
4/27/2021 05:00,4/27/2021 05:10,1
4/27/2021 05:10,4/27/2021 05:20,1
4/27/2021 05:20,4/27/2021 05:30,2
4/27/2021 05:30,4/27/2021 05:40,2
4/27/2021 05:40,4/27/2021 05:50,2
4/27/2021 05:50,4/27/2021 06:00,2
4/27/2021 06:00,4/27/2021 06:10,2
4/27/2021 06:10,4/27/2021 06:20,1
4/27/2021 06:20,4/27/2021 06:30,3
4/27/2021 06:30,4/27/2021 06:40,15
4/27/2021 06:40,4/27/2021 06:50,22
4/27/2021 06:50,4/27/2021 07:00,25
4/27/2021 07:00,4/27/2021 07:10,38
4/27/2021 07:10,4/27/2021 07:20,54
4/27/2021 07:20,4/27/2021 07:30,71
4/27/2021 07:30,4/27/2021 07:40,65
4/27/2021 07:40,4/27/2021 07:50,13
4/27/2021 07:50,4/27/2021 08:00,10
4/27/2021 08:00,4/27/2021 08:10,9
4/27/2021 08:10,4/27/2021 08:20,8
4/27/2021 08:20,4/27/2021 08:30,6
4/27/2021 08:30,4/27/2021 08:40,7
4/27/2021 08:40,4/27/2021 08:50,9
4/27/2021 08:50,4/27/2021 09:00,6
4/27/2021 09:00,4/27/2021 09:10,5
4/27/2021 09:10,4/27/2021 09:20,5
4/27/2021 09:20,4/27/2021 09:30,5
4/27/2021 09:30,4/27/2021 09:40,5
4/27/2021 09:40,4/27/2021 09:50,4
4/27/2021 09:50,4/27/2021 10:00,4
4/27/2021 10:00,4/27/2021 10:10,9
4/27/2021 10:10,4/27/2021 10:20,21
4/27/2021 10:20,4/27/2021 10:30,20
4/27/2021 10:30,4/27/2021 10:40,21
4/27/2021 10:40,4/27/2021 10:50,22
4/27/2021 10:50,4/27/2021 11:00,21
4/27/2021 11:00,4/27/2021 11:10,22
4/27/2021 11:10,4/27/2021 11:20,29
4/27/2021 11:20,4/27/2021 11:30,33
4/27/2021 11:30,4/27/2021 11:40,39
4/27/2021 11:40,4/27/2021 11:50,44
4/27/2021 11:50,4/27/2021 12:00,48
4/27/2021 12:00,4/27/2021 12:10,54
4/27/2021 12:10,4/27/2021 12:20,59
4/27/2021 12:20,4/27/2021 12:30,62
4/27/2021 12:30,4/27/2021 12:40,69
4/27/2021 12:40,4/27/2021 12:50,76
4/27/2021 12:50,4/27/2021 13:00,84
4/27/2021 13:00,4/27/2021 13:10,103
4/27/2021 13:10,4/27/2021 13:20,135
4/27/2021 13:20,4/27/2021 13:30,161
4/27/2021 13:30,4/27/2021 13:40,144
4/27/2021 13:40,4/27/2021 13:50,58
4/27/2021 13:50,4/27/2021 14:00,36
4/27/2021 14:00,4/27/2021 14:10,24
4/27/2021 14:10,4/27/2021 14:20,21
4/27/2021 14:20,4/27/2021 14:30,22
4/27/2021 14:30,4/27/2021 14:40,22
4/27/2021 14:40,4/27/2021 14:50,21
4/27/2021 14:50,4/27/2021 15:00,21
4/27/2021 15:00,4/27/2021 15:10,21
4/27/2021 15:10,4/27/2021 15:20,21
4/27/2021 15:20,4/27/2021 15:30,21
4/27/2021 15:30,4/27/2021 15:40,21
4/27/2021 15:40,4/27/2021 15:50,21
4/27/2021 15:50,4/27/2021 16:00,21
4/27/2021 16:00,4/27/2021 16:10,21
4/27/2021 16:10,4/27/2021 16:20,22
4/27/2021 16:20,4/27/2021 16:30,22
4/27/2021 16:30,4/27/2021 16:40,20
4/27/2021 16:40,4/27/2021 16:50,20
4/27/2021 16:50,4/27/2021 17:00,20
4/27/2021 17:00,4/27/2021 17:10,20
4/27/2021 17:10,4/27/2021 17:20,20
4/27/2021 17:20,4/27/2021 17:30,19
4/27/2021 17:30,4/27/2021 17:40,19
4/27/2021 17:40,4/27/2021 17:50,20
4/27/2021 17:50,4/27/2021 18:00,20
4/27/2021 18:00,4/27/2021 18:10,19
4/27/2021 18:10,4/27/2021 18:20,19
4/27/2021 18:20,4/27/2021 18:30,19
4/27/2021 18:30,4/27/2021 18:40,19
4/27/2021 18:40,4/27/2021 18:50,20
4/27/2021 18:50,4/27/2021 19:00,21
4/27/2021 19:00,4/27/2021 19:10,22
4/27/2021 19:10,4/27/2021 19:20,22
4/27/2021 19:20,4/27/2021 19:30,21
4/27/2021 19:30,4/27/2021 19:40,21
4/27/2021 19:40,4/27/2021 19:50,22
4/27/2021 19:50,4/27/2021 20:00,22
4/27/2021 20:00,4/27/2021 20:10,22
4/27/2021 20:10,4/27/2021 20:20,23
4/27/2021 20:20,4/27/2021 20:30,21
4/27/2021 20:30,4/27/2021 20:40,20
4/27/2021 20:40,4/27/2021 20:50,20
4/27/2021 20:50,4/27/2021 21:00,22
4/27/2021 21:00,4/27/2021 21:10,21
4/27/2021 21:10,4/27/2021 21:20,24
4/27/2021 21:20,4/27/2021 21:30,27
4/27/2021 21:30,4/27/2021 21:40,27
4/27/2021 21:40,4/27/2021 21:50,26
4/27/2021 21:50,4/27/2021 22:00,34
4/27/2021 22:00,4/27/2021 22:10,38
4/27/2021 22:10,4/27/2021 22:20,41
4/27/2021 22:20,4/27/2021 22:30,47
4/27/2021 22:30,4/27/2021 22:40,53
4/27/2021 22:40,4/27/2021 22:50,62
4/27/2021 22:50,4/27/2021 23:00,73
4/27/2021 23:00,4/27/2021 23:10,85
4/27/2021 23:10,4/27/2021 23:20,96
4/27/2021 23:20,4/27/2021 23:30,72
4/27/2021 23:30,4/27/2021 23:40,38
4/27/2021 23:40,4/27/2021 23:50,26
4/27/2021 23:50,4/28/2021 00:00,21
4/28/2021 00:00,4/28/2021 00:10,20
4/28/2021 00:10,4/28/2021 00:20,22
4/28/2021 00:20,4/28/2021 00:30,22
4/28/2021 00:30,4/28/2021 00:40,22
4/28/2021 00:40,4/28/2021 00:50,22
4/28/2021 00:50,4/28/2021 01:00,21
4/28/2021 01:00,4/28/2021 01:10,20
4/28/2021 01:10,4/28/2021 01:20,20
4/28/2021 01:20,4/28/2021 01:30,20
4/28/2021 01:30,4/28/2021 01:40,20
4/28/2021 01:40,4/28/2021 01:50,20
4/28/2021 01:50,4/28/2021 02:00,20
4/28/2021 02:00,4/28/2021 02:10,20
4/28/2021 02:10,4/28/2021 02:20,21
4/28/2021 02:20,4/28/2021 02:30,21
4/28/2021 02:30,4/28/2021 02:40,22
4/28/2021 02:40,4/28/2021 02:50,21
4/28/2021 02:50,4/28/2021 03:00,21
4/28/2021 03:00,4/28/2021 03:10,22
4/28/2021 03:10,4/28/2021 03:20,22
4/28/2021 03:20,4/28/2021 03:30,22
4/28/2021 03:30,4/28/2021 03:40,22
4/28/2021 03:40,4/28/2021 03:50,22
4/28/2021 03:50,4/28/2021 04:00,22
4/28/2021 04:00,4/28/2021 04:10,0
4/28/2021 04:10,4/28/2021 04:20,0
4/28/2021 04:20,4/28/2021 04:30,0
4/28/2021 04:30,4/28/2021 04:40,1
4/28/2021 04:40,4/28/2021 04:50,6
4/28/2021 04:50,4/28/2021 05:00,14
4/28/2021 05:00,4/28/2021 05:10,26
4/28/2021 05:10,4/28/2021 05:20,40
4/28/2021 05:20,4/28/2021 05:30,55
4/28/2021 05:30,4/28/2021 05:40,43
4/28/2021 05:40,4/28/2021 05:50,3
4/28/2021 05:50,4/28/2021 06:00,5
4/28/2021 06:00,4/28/2021 06:10,3
4/28/2021 06:10,4/28/2021 06:20,5
4/28/2021 06:20,4/28/2021 06:30,6
4/28/2021 06:30,4/28/2021 06:40,5
4/28/2021 06:40,4/28/2021 06:50,2
4/28/2021 06:50,4/28/2021 07:00,2
4/28/2021 07:00,4/28/2021 07:10,3
4/28/2021 07:10,4/28/2021 07:20,5
4/28/2021 07:20,4/28/2021 07:30,6
4/28/2021 07:30,4/28/2021 07:40,4
4/28/2021 07:40,4/28/2021 07:50,2
4/28/2021 07:50,4/28/2021 08:00,2
4/28/2021 08:00,4/28/2021 08:10,3
4/28/2021 08:10,4/28/2021 08:20,3
4/28/2021 08:20,4/28/2021 08:30,3
4/28/2021 08:30,4/28/2021 08:40,4
4/28/2021 08:40,4/28/2021 08:50,4
4/28/2021 08:50,4/28/2021 09:00,4
4/28/2021 09:00,4/28/2021 09:10,4
4/28/2021 09:10,4/28/2021 09:20,6
4/28/2021 09:20,4/28/2021 09:30,15
4/28/2021 09:30,4/28/2021 09:40,22
4/28/2021 09:40,4/28/2021 09:50,27
4/28/2021 09:50,4/28/2021 10:00,44
4/28/2021 10:00,4/28/2021 10:10,53
4/28/2021 10:10,4/28/2021 10:20,48
4/28/2021 10:20,4/28/2021 10:30,17
4/28/2021 10:30,4/28/2021 10:40,10
4/28/2021 10:40,4/28/2021 10:50,10
4/28/2021 10:50,4/28/2021 11:00,8
4/28/2021 11:00,4/28/2021 11:10,9
4/28/2021 11:10,4/28/2021 11:20,10
4/28/2021 11:20,4/28/2021 11:30,12
4/28/2021 11:30,4/28/2021 11:40,17
4/28/2021 11:40,4/28/2021 11:50,19
4/28/2021 11:50,4/28/2021 12:00,26
4/28/2021 12:00,4/28/2021 12:10,32
4/28/2021 12:10,4/28/2021 12:20,33
4/28/2021 12:20,4/28/2021 12:30,39
4/28/2021 12:30,4/28/2021 12:40,46
4/28/2021 12:40,4/28/2021 12:50,59
4/28/2021 12:50,4/28/2021 13:00,69
4/28/2021 13:00,4/28/2021 13:10,90
4/28/2021 13:10,4/28/2021 13:20,121
4/28/2021 13:20,4/28/2021 13:30,81
4/28/2021 13:30,4/28/2021 13:40,30
4/28/2021 13:40,4/28/2021 13:50,9
4/28/2021 13:50,4/28/2021 14:00,10
4/28/2021 14:00,4/28/2021 14:10,4
4/28/2021 14:10,4/28/2021 14:20,2
4/28/2021 14:20,4/28/2021 14:30,2
4/28/2021 14:30,4/28/2021 14:40,1
4/28/2021 14:40,4/28/2021 14:50,2
4/28/2021 14:50,4/28/2021 15:00,0
4/28/2021 15:00,4/28/2021 15:10,2
4/28/2021 15:10,4/28/2021 15:20,1
4/28/2021 15:20,4/28/2021 15:30,2
4/28/2021 15:30,4/28/2021 15:40,5
4/28/2021 15:40,4/28/2021 15:50,18
4/28/2021 15:50,4/28/2021 16:00,32
4/28/2021 16:00,4/28/2021 16:10,46
4/28/2021 16:10,4/28/2021 16:20,64
4/28/2021 16:20,4/28/2021 16:30,82
4/28/2021 16:30,4/28/2021 16:40,65
4/28/2021 16:40,4/28/2021 16:50,13
4/28/2021 16:50,4/28/2021 17:00,11
4/28/2021 17:00,4/28/2021 17:10,10
4/28/2021 17:10,4/28/2021 17:20,10
4/28/2021 17:20,4/28/2021 17:30,9
4/28/2021 17:30,4/28/2021 17:40,9
4/28/2021 17:40,4/28/2021 17:50,10
4/28/2021 17:50,4/28/2021 18:00,10
4/28/2021 18:00,4/28/2021 18:10,10
4/28/2021 18:10,4/28/2021 18:20,9
4/28/2021 18:20,4/28/2021 18:30,9
4/28/2021 18:30,4/28/2021 18:40,9
4/28/2021 18:40,4/28/2021 18:50,10
4/28/2021 18:50,4/28/2021 19:00,10
4/28/2021 19:00,4/28/2021 19:10,10
4/28/2021 19:10,4/28/2021 19:20,10
4/28/2021 19:20,4/28/2021 19:30,10
4/28/2021 19:30,4/28/2021 19:40,10
4/28/2021 19:40,4/28/2021 19:50,10
4/28/2021 19:50,4/28/2021 20:00,10
4/28/2021 20:00,4/28/2021 20:10,10
4/28/2021 20:10,4/28/2021 20:20,11
4/28/2021 20:20,4/28/2021 20:30,11
4/28/2021 20:30,4/28/2021 20:40,11
4/28/2021 20:40,4/28/2021 20:50,11
4/28/2021 20:50,4/28/2021 21:00,11
4/28/2021 21:00,4/28/2021 21:10,11
4/28/2021 21:10,4/28/2021 21:20,11
4/28/2021 21:20,4/28/2021 21:30,11
4/28/2021 21:30,4/28/2021 21:40,11
4/28/2021 21:40,4/28/2021 21:50,11
4/28/2021 21:50,4/28/2021 22:00,11
4/28/2021 22:00,4/28/2021 22:10,11
4/28/2021 22:10,4/28/2021 22:20,12
4/28/2021 22:20,4/28/2021 22:30,10
4/28/2021 22:30,4/28/2021 22:40,10
4/28/2021 22:40,4/28/2021 22:50,10
4/28/2021 22:50,4/28/2021 23:00,10
4/28/2021 23:00,4/28/2021 23:10,10
4/28/2021 23:10,4/28/2021 23:20,10
4/28/2021 23:20,4/28/2021 23:30,10
4/28/2021 23:30,4/28/2021 23:40,10
4/28/2021 23:40,4/28/2021 23:50,11
4/28/2021 23:50,4/29/2021 00:00,12
4/29/2021 00:00,4/29/2021 00:10,12
4/29/2021 00:10,4/29/2021 00:20,12
4/29/2021 00:20,4/29/2021 00:30,12
4/29/2021 00:30,4/29/2021 00:40,12
4/29/2021 00:40,4/29/2021 00:50,11
4/29/2021 00:50,4/29/2021 01:00,10
4/29/2021 01:00,4/29/2021 01:10,10
4/29/2021 01:10,4/29/2021 01:20,10
4/29/2021 01:20,4/29/2021 01:30,10
4/29/2021 01:30,4/29/2021 01:40,10
4/29/2021 01:40,4/29/2021 01:50,10
4/29/2021 01:50,4/29/2021 02:00,10
4/29/2021 02:00,4/29/2021 02:10,10
4/29/2021 02:10,4/29/2021 02:20,10
4/29/2021 02:20,4/29/2021 02:30,11
4/29/2021 02:30,4/29/2021 02:40,12
4/29/2021 02:40,4/29/2021 02:50,11
4/29/2021 02:50,4/29/2021 03:00,11
4/29/2021 03:00,4/29/2021 03:10,11
4/29/2021 03:10,4/29/2021 03:20,11
4/29/2021 03:20,4/29/2021 03:30,11
4/29/2021 03:30,4/29/2021 03:40,11
4/29/2021 03:40,4/29/2021 03:50,11
4/29/2021 03:50,4/29/2021 04:00,12
4/29/2021 04:00,4/29/2021 04:10,0
4/29/2021 04:10,4/29/2021 04:20,0
4/29/2021 04:20,4/29/2021 04:30,0
4/29/2021 04:30,4/29/2021 04:40,0
4/29/2021 04:40,4/29/2021 04:50,0
4/29/2021 04:50,4/29/2021 05:00,0
4/29/2021 05:00,4/29/2021 05:10,1
4/29/2021 05:10,4/29/2021 05:20,1
4/29/2021 05:20,4/29/2021 05:30,5
4/29/2021 05:30,4/29/2021 05:40,5
4/29/2021 05:40,4/29/2021 05:50,5
4/29/2021 05:50,4/29/2021 06:00,4
4/29/2021 06:00,4/29/2021 06:10,3
4/29/2021 06:10,4/29/2021 06:20,4
4/29/2021 06:20,4/29/2021 06:30,6
4/29/2021 06:30,4/29/2021 06:40,7
4/29/2021 06:40,4/29/2021 06:50,10
4/29/2021 06:50,4/29/2021 07:00,9
4/29/2021 07:00,4/29/2021 07:10,16
4/29/2021 07:10,4/29/2021 07:20,24
4/29/2021 07:20,4/29/2021 07:30,30
4/29/2021 07:30,4/29/2021 07:40,31
4/29/2021 07:40,4/29/2021 07:50,38
4/29/2021 07:50,4/29/2021 08:00,41
4/29/2021 08:00,4/29/2021 08:10,46
4/29/2021 08:10,4/29/2021 08:20,48
4/29/2021 08:20,4/29/2021 08:30,67
4/29/2021 08:30,4/29/2021 08:40,91
4/29/2021 08:40,4/29/2021 08:50,86
4/29/2021 08:50,4/29/2021 09:00,29
4/29/2021 09:00,4/29/2021 09:10,12
4/29/2021 09:10,4/29/2021 09:20,7
4/29/2021 09:20,4/29/2021 09:30,2
4/29/2021 09:30,4/29/2021 09:40,0
4/29/2021 09:40,4/29/2021 09:50,0
4/29/2021 09:50,4/29/2021 10:00,1
4/29/2021 10:00,4/29/2021 10:10,4
4/29/2021 10:10,4/29/2021 10:20,6
4/29/2021 10:20,4/29/2021 10:30,3
4/29/2021 10:30,4/29/2021 10:40,3
4/29/2021 10:40,4/29/2021 10:50,2
4/29/2021 10:50,4/29/2021 11:00,0
4/29/2021 11:00,4/29/2021 11:10,1
4/29/2021 11:10,4/29/2021 11:20,4
